sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
149,120,151,"Part Name - 151 - T.A. RAMALINGAM CHETTIAR HR SEC SCHOOL,ALAGESAN ROAD, COIMBATORE 641011","1 - COIMBATORE (C), WARD NO 69 BARATHIPARK CROSSROAD 4
2 - COIMBATORE (C), WARD NO 69 BARATHIPARK CROSSROAD 5
3 - COIMBATORE (C), WARD NO 69 BARATHIPARK CROSSROAD 6
4 - COIMBATORE (C), WARD NO 69 BARATHIPARK CROSSROAD 7
999 - Overseas Elector",ALL VOTERS
150,120,152,"Part Name - 152 - T.A. RAMALINGAM CHETTIAR HR SEC SCHOOL,ALAGESAN ROAD, COIMBATORE 641011","1 - COIMBATORE (C), WARD NO 69 ALAGESAN ROAD2
2 - COIMBATORE (C), WARD NO 69 S R P NAGAR1
3 - COIMBATORE (C), WARD NO 69 S R P NAGAR2
4 - COIMBATORE (C), WARD NO 69 S R P NAGAR4
5 - COIMBATORE (C), WARD NO 69 BHARTHIPARK GROSS8
999 - Overseas Elector",ALL VOTERS
151,120,153,"Part Name - 153 - CORPORATION HIGH SCHOOL, RAMALINGAM COLONY, COIMBATORE- 641043","1 - COIMBATORE (C), WARD NO 69 BHARATHI PARKROAD2
2 - COIMBATORE (C), WARD NO 69 BHARATHI PARK ROAD
3 - COIMBATORE(C), WARD NO 69 RAMALINGA NAGAR CROSS 1
4 - COIMBATORE(C), WARD NO 69 RAMALINGAM NAGAR CROSS 2
5 - COIMBATORE(C), WARD NO 69 RAMALINGAM NAGAR CROSS 3
999 - Overseas Elector",ALL VOTERS
152,120,154,"Part Name - 154 - CORPORATION HIGH SCHOOL, RAMALINGAM COLONY,
COIMBATORE- 641043","1 - COIMBATORE (C), WARD NO 69 RAMALINGAM COLONY
999 - Overseas Elector",ALL VOTERS
153,120,155,"Part Name - 155 - CORPORATION HIGH SCHOOL, RAMALINGAM COLONY,
COIMBATORE- 641043","1 - COIMBATORE (C), WARD NO 69 METTUPALAYAM ROAD MUTHUMARIAMMAN KOIL STREET
999 - Overseas Elector",ALL VOTERS
154,120,156,"Part Name - 156 - CORPORATION ELEMENTARY SCHOOL, RAMALINGAM COLONY COIMBATORE 641011","1 - COIMBATORE (C), WARD NO 69 JAWAHAR NAGAR
2 - COIMBATORE(C), WARD NO 69 RAMALINGAM NAGAR CROSS 4
3 - COIMBATORE(C), WARD NO 69 METTUPALAYAM ROAD
999 - Overseas Elector",ALL VOTERS
155,120,157,"Part Name - 157 - RAMALINGAM COOPERATIVE TRAINING INSTITUTE, DR
ALAGESAN ROAD 641011","1 - COIMBATORE (C), WARD NO 69 AZHAGESAN ROAD 1
999 - Overseas Elector",ALL VOTERS
156,120,158,"Part Name - 158 - RAMALINGAM COOPERATIVE TRAINING INSTITUTE, DR
ALAGESAN ROAD 641011","1 - COIMBATORE (C), WARD NO 69 AZHAGESAN ROAD 1
999 - Overseas Elector",ALL VOTERS
157,120,159,"Part Name - 159 - SRI BALDEVDAS KIKKANI HR SEC SCHOOL,KAMARAJAPURAM STREET, COIMBATORE-641002","1 - COIMBATORE (C), WARD NO 69 THIRUVENKADAM STREET
2 - COIMBATORE(C), WARD NO 69 PONNUSAMY STREET
3 - COIMBATORE (C), WARD NO 69 RAMASAMY STREET
4 - COIMBATORE (C), WARD NO 69 RANAGASAMY STREET
5 - COIMBATORE (C), WARD NO 69 KRISHNASAMY ROAD
6 - COIMBATORE(C), WARD NO 69 RAMASAMY STREET HUTS NEARBY RAILWAY
7 - COIMBATORE(C), WARD NO 69 PONNAIYA ROAD
999 - Overseas Elector",ALL VOTERS
158,120,160,"Part Name - 160 - SRI BALDEVDAS KIKKANI HR SEC SCHOOL,KAMARAJAPURAM STREET,COIMBATORE-641002","1 - COIMBATORE (C), WARD NO 67 PATTEL ROAD
2 - COIMBATORE(C), WARD NO 69 NEW SCHEME ROAD
3 - COIMBATORE(C), WARD NO 69 NEWSCHEME ROAD ENCROACHMENT HOUSES
999 - Overseas Elector",ALL VOTERS
159,120,161,"Part Name - 161 - SRI BALDEVDAS KIKKANI HR SEC SCHOOL,,KAMARAJAPURAM STREET,COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 69 K KAMARASAPURAM 5TH STREET
2 - COIMBATORE(C), WARD NO 69 KAMARAJAPURAM STREET 1
999 - Overseas Elector",ALL VOTERS
160,120,162,"Part Name - 162 - SRI BALDEVDAS KIKKANI HR SEC SCHOOL, KAMARAJAPURAM STREET,COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 69 CMC COLONY
2 - COIMBATORE(C), WARD NO 69 MUNICIPAL SWIPERS COLONY MATTASALAI
999 - Overseas Elector",ALL VOTERS
161,120,163,"Part Name - 163 - SRI BALDEVDAS KIKKANI HR SEC SCHOOL,KAMARAJAPURAM STREET, COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 69 KAMARAJAPURAM STREET 3
2 - COIMBATORE(C), WARD NO 69 HOUSING UNIT
3 - COIMBATORE(C), WARD NO 69 KAMARAJAPURAM STREET 2
4 - COIMBATORE(C), WARD NO 69 HOUSING UNIT MATTA SALAI
5 - COIMBATORE(C), WARD NO 69 KAMARAJAPURAM HUTS
999 - Overseas Elector",ALL VOTERS
162,120,164,"Part Name - 164 - SRI BALDEVDAS KIKKANI HR SEC SCHOOL, KAMARAJAPURAM STREET,COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 69 KAMARAJAPURAM STREET 4
2 - COIMBATORE(C), WARD NO 69 KAMARAJAPURAM STREET 6
3 - COIMBATORE (C), WARD NO 69 KAMARAJAPURAM STREET NO
4 ENCROACHEMENT HOUSES
999 - Overseas Elector",ALL VOTERS
163,120,165,"Part Name - 165 - DEVANGA HIGHER SECONDARY SCHOOL,D.H.S.S ROAD, COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 70 SHANMUGA THEATER ROAD
2 - COIMBATORE (C), WARD NO 70 METTUPALAYAM ROAD
3 - COIMBATORE (C), WARD NO 70 DEVANGA HIGHER SECONDARY SCHOOL ROAD
999 - Overseas Elector",ALL VOTERS
164,120,166,"Part Name - 166 - DEVANGA HIGHER SECONDARY SCHOOL,D.H.S.S ROAD, COIMBATORE-641002","1 - COIMBATORE (C), WARD NO 70 AMSA LAY OUT
2 - COIMBATORE (C), WARD NO 70 RAMLINGA RAMADASS LAY OUT
3 - COIMBATORE (C), WARD NO 70 V C V ROAD
4 - COIMBATORE (C), WARD NO 70 VERIWADA LAY OUT
5 - COIMBATORE (C), WARD NO 70 DEVI APPARTMENTS                                                                                    999 -
Overseas Elector",ALL VOTERS
165,120,167,"Part Name - 167 - S P N PUBLIC SCHOOL, MILL ROAD, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 S.P.NARASIMALU STREET 1
2 - COIMBATORE (C), WARD NO 82 SUKRAWARPETTAI
3 - COIMBATORE (C), WARD NO 82 S P NARASIMALU ST 2
4 - COIMBATORE(C), WARD NO 82 MILLROAD
5 - COIMBATORE(C), WARD NO 82 RAILWAY STATION ROAD
6 - COIMBATORE(C), WARD NO 82 HEAD POST OFFICE ROAD
7- COIMBATORE(C), WARD NO 82 NAVABHAKEEM ROAD
8- COIMBATORE(C), WARD NO 82 FRQSEERS SQARE
999 - Overseas Elector",ALL VOTERS
166,120,168,"Part Name - 168 - DEVANGA HIGHER SECONDARY SCHOOL DEVANGA HR SEC SCHOOL ROAD, COIMBATORE-641002","1 - COIMBATORE (C), WARD NO 70 SYRIAN CHURCH ROAD 3
2 - COIMBATORE (C), WARD NO 70 SYRIAN CHURCH ROAD 1
3 - COIMBATORE (C), WARD NO 70 SYRIAN CHURCH ROAD 2
4 - COIMBATORE (C), WARD NO 70 BROOKE BOND Road
5 - COIMBATORE (C), WARD NO 70 KRISHNASAMY ROAD
999 - Overseas Elector",ALL VOTERS
167,120,169,"Part Name - 169 - DEVANGA HIGHER SECONDARY SCHOOL,D.H.S.S ROAD, COIMBATORE-641002","1 - COIMBATORE (C), WARD NO 70 NANNERI KAZHAGA ST 2
2 - COIMBATORE (C), WARD NO 70 NANNERI KAZHAGA ST 1
3 - COIMBATORE (C), WARD NO 70 NANNERI KAZHAGA LANE
999 - Overseas Elector",ALL VOTERS
168,120,170,"Part Name - 170 - SARADHA HINDU PRIMARY SCHOOL, THEPPAKULAM STREET 3, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 NANNERI KAZHAGA STREET NO 3
2 - COIMBATORE (C), WARD NO 70 THEPPAKULAM STREET 1 SUB LANE 2
999 - Overseas Elector",ALL VOTERS
169,120,171,"Part Name - 170 - SARADHA HINDU PRIMARY SCHOOL, THEPPAKULAM STREET 3, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 70 THEPPAKULAM STREET NO 1
2 - COIMBATORE (C), WARD NO 70 THEPPAKULAM STREET NO 1 SUB LANE 1
999 - Overseas Elector",ALL VOTERS
170,120,172,"Part Name - 172 - Corporation Elementary School, DHSS Road 641002","1 - COIMBATORE(C), WARD NO 70 THEPPAKULAM STREET 2
2 - COIMBATORE (C), WARD NO 70 THEPPAKUKULAM SUB LANE STREET 2
3 - COIMBATORE (C), WARD NO 70 THEPPAKULAM STREET 3
4 - COIMBATORE (C), WARD NO 70 THEPPAKULAM STREET 4
999 - Overseas Elector",ALL VOTERS
171,120,173,"Part Name - 173 - C.S.I (CHRISTIAN PET) PRIMARY SCHOOL,MILL ROAD,
COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 THIYAGARAYA NEW STREET 3
999 - Overseas Elector",ALL VOTERS
172,120,174,"Part Name - 174 - C.S.I (CHRISTIAN PET) ELEMENTARY SCHOOL, MILL ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 THIYAGARAYA NEW STREET 2
2 - COIMBATORE(C), WARD NO 70 N.T.C.COLONY
999 - Overseas Elector",ALL VOTERS
173,120,175,"Part Name - 175 - Corporation Elementary School, DHSS Road 641002","1 - COIMBATORE(C), WARD NO 70 THIYAGARAYA PUDHU VEETHI 1
999 - Overseas Elector",ALL VOTERS
174,120,176,"Part Name - 176 - S.P.N PUBLIC SCHOOL, . MILL ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 LINGAPPA ROAD
2 - COIMBATORE (C), WARD NO 70 LINGAPPA STREET 2
999 - Overseas Elector",ALL VOTERS
175,120,177,"Part Name - 177 - S P N PUBLIC SCHOOL,MILL ROAD COIMBATORE 641001","1 - COIMBATORE (C), WARD NO 70 LINGAPPA STREET 1
2 - COIMBATORE (C), WARD NO 70 LINGAPPA LANE 1
999 - Overseas Elector",ALL VOTERS
176,120,178,"Part Name - 178 - S.P.N PUBLIC SCHOOL, T MILL ROAD, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 70 LINGAPPA LANE 2
999 - Overseas Elector",ALL VOTERS
177,120,179,"Part Name - 179 - ST. XAVIER ELEMENTARY SCHOOL, , NAWAB HAKKIM ROAD, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 JAMEDAR STREET
2 - COIMBATORE (C), WARD NO 82 JAMEDAR LANE 1
3 - COIMBATORE (C), WARD NO 82 JAMEDAR LANE 2
1 - COIMBATORE(C), WARD NO 82 MANIATHOTTAM STREET 1
2 - COIMBATORE (C), WARD NO 82 MANIATHOTTAM STREET 2
3 - COIMBATORE (C), WARD NO 82 MANIATHOTTAM STREET 3
999 - Overseas Elector",ALL VOTERS
178,120,181,"Part Name - 181 - CORPORATION CITY HR SEC SCHOOL, V.H.ROAD,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 MANIATHOTTAM STREET 1
2 - COIMBATORE (C), WARD NO 82 MANIATHOTTAM STREET 2
3 - COIMBATORE (C), WARD NO 82 MANIATHOTTAM STREET 3
999 - Overseas Elector",ALL VOTERS
179,120,182,"Part Name - 182 - CORPORATION CITY HR SEC SCHOOL,V.H.ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 VERITY HALL ROAD
2 - COIMBATORE (C), WARD NO 82 SURIYAN STREET
999 - Overseas Elector",ALL VOTERS
180,120,183,"Part Name - 183 - CORPORATION CITY HR SEC SCHOOL,V.H.ROAD, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 MANIATHOTTAM STREET 4
2 - COIMBATORE (C), WARD NO 82 AYYANNAN STREET
3 - COIMBATORE(C), WARD NO 82 THIRUMAL STREET
999 - Overseas Elector",ALL VOTERS
181,120,184,"Part Name - 184 - CORPORATION CITY HR SEC SCHOOL,V.H.ROAD,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 THIRUMAL STREET 1
2 - COIMBATORE(C), WARD NO 82 THIRUMAL STREET 2
3 - COIMBATORE(C), WARD NO 82 THIRUMAL STREET 3
4 - COIMBATORE(C), WARD NO 82 THIRUMAL STREET 4
5 - COIMBATORE(C), WARD NO 82 THIRUMAL STREET 5
6 - COIMBATORE(C), WARD NO 82 THIRUMAL STREET 6
999 - Overseas Elector",ALL VOTERS
182,120,185,"Part Name - 185 - CORPORATION CITY HR SEC
SCHOOL,V.H.ROAD,COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 SCAVENGERS COLONY
999 - Overseas Elector",ALL VOTERS
183,120,186,"Part Name - 186 - CORPORATION CITY HR SEC SCHOOL,V.H.ROAD, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 SCAVENGERS COLONY
2 - COIMBATORE (C), WARD NO 82 SCAVENGERS COLONY
999 - Overseas Elector",ALL VOTERS
184,120,187,"Part Name - 187 - CORPORATION CITY HR SEC SCHOOL, V.H.ROAD,
COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 SCAVENGERS COLONY HUTS AREA
999 - Overseas Elector",ALL VOTERS
185,120,188,"Part Name - 188 - C.S.I HIGHER SECONDARY SCHOOL,ISMAIL STREET,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 ISMAIL STREET
2 - COIMBATORE(C), WARD NO 82 ISMAIL STREET 2
3 - COIMBATORE(C), WARD NO 82 POLICE COLONY
999 - Overseas Elector",ALL VOTERS
186,120,189,"Part Name - 189 - C.S.I HIGHER SECONDARY SCHOOL,ISMAIL STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 RATHNAM STREET
2 - COIMBATORE (C), WARD NO 82 RANTHNAM LANE1
999 - Overseas Elector",ALL VOTERS
187,120,190,"Part Name - 190 - C.S.I HIGHER SECONDARY SCHOOL,ISMAIL STREET,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 RAJA STREET
2 - COIMBATORE(C), WARD NO 82 BIG BAZAR STREET
999 - Overseas Elector",ALL VOTERS
188,120,191,"Part Name - 191 - C.S.I HIGHER SECONDARY SCHOOL,ISMAIL STREET,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 MANIMEKALAI STREET
2 - COIMBATORE (C), WARD NO 82 RATHNAM LANE2
3 - COIMBATORE (C), WARD NO 82 RATHNAM LANE 3
999 - Overseas Elector",ALL VOTERS
189,120,192,"Part Name - 192 - GOOD SHEPHERD PRIMARY SCHOOL, BELLAM KRISHNAN
STREET COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 VINCENT ROAD
999 - Overseas Elector",ALL VOTERS
190,120,193,"Part Name - 193 - GOOD SHEPHERD PRIMARY SCHOOL, BELLAM KRISHNAN STREET COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 VINCHENT ROAD(HOUSING UNIT)
2 - COIMBATORE (C), WARD NO 82 KOTTAI NEW STREET
999 - Overseas Elector",ALL VOTERS
191,120,194,"Part Name - 194 - GOOD SHEPHERD PRIMARY SCHOOL, BELLAM KRISHNAN STREET COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 VINCENT ROAD
2 - COIMBATORE(C), WARD NO 82 HAGI ISMAIL STREET
999 - Overseas Elector",ALL VOTERS
192,120,195,"Part Name - 195 - ST MICHEAL HR. SECONDARY SCHOOL, , BIG BAZAAR STREET,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 DURGALAL STREET
2 - COIMBATORE (C), WARD NO 82 AATHAMKUTTY LANE
3 - COIMBATORE (C), WARD NO 82 IBRAHIM HAJIAR STREET
999 - Overseas Elector",ALL VOTERS
193,120,196,"Part Name - 196 - ST MICHEAL HR. SECONDARY SCHOOL, BIG BAZAAR STREET,COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 LANA MOHAMED STREET
2 - COIMBATORE(C), WARD NO 82 HAJI MOHAMMED STREET
999 - Overseas Elector",ALL VOTERS
194,120,197,"Part Name - 197 - ST MICHEAL HR. SECONDARY SCHOOL,, BIG BAZAAR STREET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 82 BELLAM KRISHNAN STREET
2 - COIMBATORE (C), WARD NO 82 BELLAM KRISHNAN STREET
999 - Overseas Elector",ALL VOTERS
195,120,199,"Part Name - 199 - ST MICHAELS HIGHER SECONDARY SCHOOL,BIG BAZAAR STREET COIMBATORE - 641001","1 - COIMBATORE(C), WARD NO 82 SAMIYAR NEW STREET1
2 - COIMBATORE (C), WARD NO 82 SAMIYAR NEW STREET2
999 - Overseas Elector",ALL VOTERS
196,120,200,"Part Name - 200 - GOVERMENT COLLEGE OF EDUCATION FOR WOMEN, BIG
BAZAAR STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 SUBRAMANIYASWAMY KOVIL STREET
999 - Overseas Elector",ALL VOTERS
197,120,201,"Part Name - 201 - GOVERNMENT COLLEGE OF EDUCATION FOR WOMEN, BIG
BAZAAR STREET TOWN HALL 641001","1 - COIMBATORE (C), WARD NO 82 SAMA STREET
999 - Overseas Elector",ALL VOTERS
198,120,202,"Part Name - 202 - GOVERMENT COLLEGE OF EDUCATION FOR WOMEN , BIG
BAZAAR STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 VINCENTROAD
999 - Overseas Elector",ALL VOTERS
199,120,203,"Part Name - 202 - GOVERMENT COLLEGE OF EDUCATION FOR WOMEN , BIG
BAZAAR STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 ESWARAN KOIL STREET
999 - Overseas Elector",ALL VOTERS
200,120,204,"Part Name - 204 - CORPORATION HIGHER ELEMENTARY SCHOOL,ESWARAN KOVIL ST, FORT, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 POTHANUR ROAD
2 - COIMBATORE(C), WARD NO 82 OPPANAKARA STREET
3 - COIMBATORE(C), WARD NO 82 NAVAB HAKKIM ROAD
4 - COIMBATORE (C), WARD NO 82 LAKSHMANAN STREET
999 - Overseas Elector",ALL VOTERS
201,120,205,"Part Name - 205 - CORPORATION HIGHER ELEMENTARY SCHOOL,ESWARAN KOVIL ST, FORT, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 PALACE THEATRE ROAD
2 - COIMBATORE(C), WARD NO 82 OLD MARKET ROAD
3 - COIMBATORE(C), WARD NO 82 VENNAL STREET 1
4 - COIMBATORE (C), WARD NO 82 VENNAL STREET 2
5 - COIMBATORE (C), WARD NO 82 BASKARA STREET 1
6 - COIMBATORE (C), WARD NO 82 BASKARA STREET 2
7 - COIMBATORE(C), WARD NO 82 RAMASAMY STREET
999 - Overseas Elector",ALL VOTERS
202,120,206,"Part Name - 206 - CORPORATION HIGHER ELEMENTARY SCHOOL,ESWARAN
KOVIL ST, FORT,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 82 PERUMALKOIL STREET
999 - Overseas Elector",ALL VOTERS
203,120,207,"Part Name - 207 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT. GIRLS HR SEC SCHOOL, RAJA ST COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 AYYASAMY KOIL STREET
2 - COIMBATORE (C), WARD NO 81 RAMAR KOVIL STREET
999 - Overseas Elector",ALL VOTERS
204,120,208,"Part Name - 208 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT. GIRLS HR SEC SCHOOL,RAJA ST COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 MASTHI LANE
2 - COIMBATORE (C), WARD NO 81 PATHRAKALIAMMAN KOVIL STREET
3 - COIMBATORE(C), WARD NO 81 AYYASAMY KOVIL NANDHAVANAM THOTTAM                                999 -
Overseas Elector",ALL VOTERS
205,120,209,"Part Name - 209 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT. GIRLS HR SEC SCHOOL, RAJA ST COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 RANGEY STREET
2 - COIMBATORE(C), WARD NO 81 RAJU STREET
3 - COIMBATORE(C), WARD NO 81 MUGAMAD KANI STREET
4 - COIMBATORE(C), WARD NO 81 AYYANNAN LANE
999 - Overseas Elector",ALL VOTERS
206,120,210,"Part Name - 210 - CORPORATION HIGHER SECONDARY SCHOOL,OKKILIAR COLONY,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 ATHIMOOLAM COLONY
2 - COIMBATORE(C), WARD NO 81 THUPURUVALAR COLONY
3 - COIMBATORE(C), WARD NO 80 KAALAPPAN STREET
999 - Overseas Elector",ALL VOTERS
207,120,211,"Part Name - 211 - CORPORATION HIGHER SECONDARY SCHOOL,OKKILIAR COLONY, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 SALAVAIYALAR COLONY
2 - COIMBATORE(C), WARD NO 81 AATHIMOOLAM COLONY HUTS
3 - COIMBATORE(C), WARD NO 81 AATHIMOOLAMCOLONY 3RD FLOOR
4 - COIMBATORE(C), WARD NO 81 THUPPRUVALARCOLONY 2ND FLOOR
999 - Overseas Elector",ALL VOTERS
208,120,212,"Part Name - 212 - CORPORATION HIGHER SECONDARY SCHOOL , OKKILIAR
COLONY, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 POOMARIAMMAN KOVIL STREET
999 - Overseas Elector",ALL VOTERS
209,120,213,"Part Name - 213 - CORPORATION HIGHER SECONDARY SCHOOL ,OKKILIAR
COLONY, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 C M C COLONY BACK SIDE HUTS
999 - Overseas Elector",ALL VOTERS
210,120,214,"Part Name - 214 - CORPORATION HIGHER SECONDARYSCHOOL,OKKILIAR COLONY COIMBATORE 641001","1 - COIMBATORE(C), WARD NO 81 KUPPANAN LANE
2 - COIMBATORE (C), WARD NO 81 C M C COLONY BACK SIDE HUTS
999 - Overseas Elector",ALL VOTERS
211,120,215,"Part Name - 215 - CORPORATION ELEMENTARY SCHOOL, KEMPATTI COLONY (OKKILIAR COLONY), COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 KEMBATTICOLONY STREET NO 1
2 - COIMBATORE (C), WARD NO 80 KEMBATTICOLONY STREET NO 2
999 - Overseas Elector",ALL VOTERS
212,120,216,"Part Name - 216 - CORPORATION ELEMENTARY SCHOOL, KEMPATTI COLONY (OKKILIAR COLONY), COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 KEMBATTICOLONY STREET NO 3
2 - COIMBATORE (C), WARD NO 80 KEMBATTICOLONY STREET NO 6
3 - COIMBATORE (C), WARD NO 80 KEMBATTI COLONY 4TH STREET
999 - Overseas Elector",ALL VOTERS
213,120,217,"Part Name - 217 - CORPORATION ELEMENTARY SCHOOL,, KEMBATTI COLONY (OKKILIAR COLONY),COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 KEMBATTI COLONY 4TH STREET
2 - COIMBATORE (C), WARD NO 80 KEMBATTICOLONY 7TH STREET
999 - Overseas Elector",ALL VOTERS
214,120,218,"Part Name - 218 - CORPORATION ELEMENTARY SCHOOL, KEMBATTI COLONY
(OKKILIAR COLONY),COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 KEMMAPATTI COLONY STREET 7 UPPUMANTI BACKSIDE                      999 -
Overseas Elector",ALL VOTERS
215,120,219,"Part Name - 219 - CORPORATION ELEMENTARY SCHOOL, KEMPATTI COLONY
(OKKILIAR COLONY),COIMBATORE-641001","1 - COIMBATORE CORP, WARD NO 80 KEMMAPATTI COLONY STREET 7 UPPUMANTI BACKSIDE
999 - Overseas Elector",ALL VOTERS
216,120,220,"Part Name - 220 - CORPORATION ELEMENTARY SCHOOL, KEMPATTI COLONY
(OKKILIAR COLONY), COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 LINGAIYAN THOTTAM SOUTH
999 - Overseas Elector",ALL VOTERS
217,120,221,"Part Name - 221 - CORPORATION ELEMENTARY SCHOOL, KEMPATTI COLONY (OKKILIAR COLONY), COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 LINGAYAN THOTTAM NORTH
2 - COIMBATORE(C), WARD NO 81 PATTAKARA AYYASAMI STREET
999 - Overseas Elector",ALL VOTERS
218,120,222,"Part Name - 222 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT. GIRLS HR SEC SCHOOL, RAJA ST,COIMBATORE-641001","1 - COIMATORE (C), WARD NO 82 OPPANAKARA STREET
2 - COIMBATORE (C), WARD NO 82 SOWDAMMAN KOVIL STREET
3 - COIMBATORE(C), WARD NO 81 UNNPUKINAR LANE
4 - COIMBATORE(C), WARD NO 81 RENGE STREET
5 - COIMBATORE(C), WARD NO 81 RAJA STREET
999 - Overseas Elector",ALL VOTERS
219,120,223,"Part Name - 223 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT. GIRLS HR SEC SCHOOL, RAJA ST,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 KOTTARAKONAIAN BALCK
2 - COIMBATORE (C), WARD NO 81 KARUPPAIA STREET
3 - COIMBATORE(C), WARD NO 81 MUTHUVINAYAGAR KOVIL ST
4 - COIMBATORE(C), WARD NO 81 PAVALA STREET 1
5 - COIMBATORE (C), WARD NO 81 PAVALA STREET 2
6 - COIMBATORE (C), WARD NO 81 KOTTARAKONAYAN BLOCK HUTS
7 - COIMBATORE(C), WARD NO 81 PAVALA HUTS STREET 2
999 - Overseas Elector",ALL VOTERS
220,120,224,"Part Name - 224 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT.
GIRLS HR SEC SCHOOL,RAJA STREET, COIMBATORE- 641001","1 - COIMBATORE(C), WARD NO 81 RAJA STREET
999 - Overseas Elector",ALL VOTERS
221,120,225,"Part Name - 225 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT. GIRLS HR SEC SCHOOL, RAJA STREET, COIMBATORE- 641001","1 - COIMBATORE(C), WARD NO 81 CHELLAPPAN STREET
2 - COIMBATORE (C), WARD NO 81 TELUNGU STREET
999 - Overseas Elector",ALL VOTERS
222,120,226,"Part Name - 226 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT. GIRLS HR SEC SCHOOL,RAJA STREET, COIMBATORE- 641001","1 - COIMBATORE (C), WARD NO 81 KARUPPAIYA STREET
2 - COIMBATORE(C), WARD NO 81 VAIRAM STREET
999 - Overseas Elector",ALL VOTERS
223,120,227,"Part Name - 227 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT.
GIRLS HR SEC SCHOOL,RAJA STREET, COIMBATORE- 641001","1 - COIMBATORE CORP, WARD NO 81 KARUPPAIYA STREET
999 - Overseas Elector",ALL VOTERS
224,120,228,"Part Name - 228 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT.
GIRLS HR SEC SCHOOL,RAJA ST, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 VAIRAM STREET
999 - Overseas Elector",ALL VOTERS
225,120,229,"Part Name - 229 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT.
GIRLS HR SEC SCHOOL,RAJA ST, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 VAIRAM STREET
999 - Overseas Elector",ALL VOTERS
