sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
168,23,168,"N.T.T.T.I Communtiy Hall Room 80 Feet
Road (or) Gandhimandapam Road Chennai-85 West Face Room","1.Kotturpuram.Ward No.170 Jipsi Colony
2.Kotturpuram.Ward No.170 Engineering College 4th Section Office 3.Kotturpuram.Ward No.170 G Block
4.Kotturpuram.Ward No.170 TTTI Officer Appartments 5.Kotturpuram.Ward No.170 TTTI Officer Appartments P Block ""6.Kotturpuram.Ward No.170
T.T.T.I Officer Appartments D Block""
7.Kotturpuram.Ward No.170 Anna University Teacher Quarters 8.Kotturpuram.Ward No.170 Anna University Teacher Quarters L Block 9.Kotturpuram.Ward No.170 Anna University Teacher Quaters",All Voters
169,23,169,"N.T.T.T.I Communtiy Hall Room 80 Feet
Road (or) Gandhimandapam Road Chennai-85 West Face Room",1.Kotturpuram.Ward No 170 Aringner Anna Street 2.Kotturpuram.Ward No.170 Ellaiamman Koil Street (East) 3.Kotturpuram.Ward No.170 Yadhaval Street,All Voters
170,23,170,"N.T.T.T.I Communtiy Hall Room 80 Feet
Road (or) Gandhimandapam Road Chennai-85 West Face Room","1.Kotturpuram.Ward No.170 New Street
2.Kotturpuram.Ward No.170 mannappan street 3.Kotturpuram.Ward No.170 Avvai Colony",All Voters
171,23,171,"Advent Christian Hr sec schl,Class Room- 1A Naidu street Kottur Chennai - 85 North Face Room",1.Kotturpuram.Ward No.170 Naidu Street,All Voters
172,23,172,"Advent Christian Hr sec schl,Class Room- 1B Naidu street Kottur Chennai - 85 North Face Room",1.Kotturpuram.Ward No.170 Naidu Street 1st Lane 2.Kotturpuram.Ward No.170 Naidu Street 2nd Lane 3.Kottur.Ward No.170 Naidu Street 3rd Lane 4.Kottur.Ward No.170 naidu street 4th lane (balakrishnan lane),All Voters
173,23,173,"Advent Christian Hr sec schl,Class Room- 1B Naidu street Kottur Chennai - 85 North Face Room",1.Kottur.Ward No 170 Varadhapuram 2nd Street 2.Kottur.Ward No.170 Varadhapuram 1st Street,All Voters
174,23,174,"Chennai Primary School ,Class Room- 1ANew street Kotturpuram Chennai - 85 North Face Room No 1","1.Kotturpuram.Ward No.170 ponniamman koil street kotturpuram 2.Kotturpuram.Ward No.170 Ponniamman Koil Street Kotturpuram 3.Kotturpuram.Ward No.170 Police Quaters E Block
4.Kotturpuram.Ward No.170 Police Quaters A Block 5.Kotturpuram.Ward No.170 Police Quaters B Block
6.Kotturpuram.Ward No.170 Police Quaters C Block",All Voters
175,23,175,"Chennai Primary School, Class Room-1B New street Kotturpuram Chennai - 85 North Face Room No 2","1.Kotturpuram.Ward No.170 Police Quaters D Block 2.Kotturpuram.Ward No.170 Kandhan Garden
3.Kotturpuram.Ward No.170 Thulukanathaamman Koil Street 4.Kotturpuram.Ward No.170 Karunanithi 1st Street
5.Kotturpuram.Ward No.170 karunanithi 2nd street 6.Kotturpuram.Ward No.170 Karunanithi 3rd Street
7.Kotturpuram.Ward No.170 Ellaiamman Koil Street Door no 151 to 200",All Voters
176,23,176,"Chennai Primary School, Class Room- 2ANew street Kotturpuram Chennai - 85 North Face Room No 3",1.Kotturpuram.Ward No.170 Ellaiamman Koil Street Door no 1 to 150,All Voters
177,23,177,"Chennai High School, Class Room-2B New street Kotturpuram Chennai - 85 North Face Room No 1","1.Kotturpuram.Ward No.170 Thiruvalluvar Nagar 1st Street 2.Kotturpuram.Ward No.170 Lock Street Anmol Crest 2.Kotturpuram.Ward No.170 Lock Street Pearl Apts 4.Kotturpuram.Ward No.170 Asirvath Appartments 5.Kotturpuram.Ward No.170 Kottur Villa 6.Kotturpuram.Ward No.170 Sai Nikethan
7.Kotturpuram.Ward No.170 Ashok Dhabasvi
8.Kotturpuram.Ward No.170 Prakathi Appartments 9.Kotturpuram.Ward No.170 Sowbakya Avenue
10.Kotturpuram.Ward No.170 thiruvalluvar nagar 2nd street",All Voters
178,23,178,"Chennai High School, Class Room-3A New street Kotturpuram Chennai - 85 North Face Room No 2",1.Kotturpuram.Ward No.170 pondichery road 2.Kotturpuram.Ward No.170 Seni Swagath Apartments 3.Kotturpuram.Ward No.170 Thiruvalluvar Nagar 3rd Street 4.Kotturpuram.Ward No.170 Thiruvalluvar Nagar 4th Street,All Voters
179,23,179,"Kottur Nadar Uravin Murai Nursary and Primary School, Class Room-3 Perumal Koil Street, Chennai-85 West Face Room",1.Kotturpuram.Ward No.170 Perumal Koil Street,All Voters
180,23,180,"Kottur Nadar Uravin Murai Nursary and Primary School,Class Room-4 Perumal Koil Street, Chennai-85 West Face Room","1.Kotturpuram.Ward No.170 Perumal Koil 1st Street 2.Kotturpuram.Ward No.170 Padmalaya Appartments
3.Kotturpuram.Ward No.170 Pushpalaya Appartments Quarters 4.Kotturpuram.Ward No.170 Srisakthi Appartments Quarters 5.Kotturpuram.Ward No.170 Bell Appartments (Perumal Koil Street)
6.Kotturpuram.Ward No.170 Durai Samy Nagar",All Voters
181,23,181,"Kendriya Vidyayalaya,West Face 3rd A Class Room
C.L.R.I Sradar Pattel Road Kotturpuram Chennai-85 West Face Room",1.Kotturpuram.Ward No.170 A Block TNSCB 2.Kotturpuram.Ward No.170 B Block TNSCB 3.Kotturpuram.Ward No.170 C Block TNSCB 4.Kotturpuram.Ward No.170 D Block TNSCB 5.Kotturpuram.Ward No.170 E Block TNSCB 6.Kotturpuram.Ward No.170 F Block TNSCB,All Voters
182,23,182,"Kendriya Vidyayalaya, 3rd B Class Room
C.L.R.I Sradar Pattel Road Kotturpuram Chennai-85 West Face Room","1.Kotturpuram.Ward No.170 G Block TNSCB 2.Kotturpuram.Ward No.170 H Block TNSCB
3.Kotturpuram.Ward No.170 CLRI Staff Quaters 4.Kotturpuram, Sr.Pattel Road.Ward No.170 CLRI Staff Quaters 5.Kotturpuram.Ward No.170 CLRI Staff Quaters 6.Kotturpuram, Sr.Pattel Road.Ward No.170 CLRI Staff Quaters 7.Kotturpuram, Sr.Pattel Road.Ward No.170 CLRI Staff Quaters 8.Kotturpuram.Ward No 170 C.L.R.I Staff Quarters
9.Kotturpuram.Ward No.170 Angalamman Koil Back Side (Huts)",All Voters
183,23,183,"Kendriya Vidyayalaya,4th A Class Room C.L.R.I Sradar Pattel Road Kotturpuram Chennai- 85 West Face Room",1.Kotturpuram.Ward No.170 Angalamma Koil Street 2.Kotturpuram.Ward No.170 Bharathy Avenue 1st Street 3.Kotturpuram.Ward No.170 Bharathi Avenue,All Voters
184,23,184,"Kendriya Vidyayalaya,5th A Class Room C.L.R.I Sradar Pattel Road Kotturpuram Chennai- 85 West Face Room",1.Kotturpuram.Ward No.170 West Canal Bank Salai 2.Kotturpuram.Ward No.170 West Canal Bank Road,All Voters
185,23,185,"Kendriya Vidyayalaya,4th B Class Room C.L.R.I Sradar Pattel Road Kotturpuram Chennai- 85 West Face Room","1.Kotturpuram, Sr.Pattel Road.Ward No.170 C.L.R.I Staff Quaters 2.Kotturpuram, sr.pattel road.Ward No.170 regency 3.Kotturpuram, Sr.Pattel Road.Ward No.170 Regalaya 4.Kotturpuram, Sr.Pattel Road.Ward No.170 Residency
5.Kotturpuram.Ward No.170 Sardar Pattel Road 6.Kotturpuram.Ward No.170 Krishna Appartments ""7.Kotturpuram.Ward No.170
C.L.R.I Quarters (Extension)"" ""8.Kotturpuram.Ward No.170
C.L.R.I Quarters Block"" ""9.Kotturpuram.Ward No.170
C.L.R.I Quarters Block""
10.Kotturpuram.Ward No.170 South Lock Street",All Voters
186,23,186,"AMM Mat Hr sec schl,Class Room-2A Gandhi Mandapam Road Kotturpuram Chennai - 85 West Face Room","1.Kottur.Ward No.169 Sooriya Nagar Huts
2.Guindy.Ward No.169 Anna University Staff Quarters 3.Kottur.Ward No.169 Ranjith Salai",All Voters
187,23,187,"Model Higher Secondary School Annasalai Chennai
-600015","1.Saidapet.Ward No.169 attrru nagar kudisai paguthi
2.Saidapet Ward No 169 Aatruma Nagar Huts
3.Nandhanam.Ward No.169 anna salai new no 487 to 585 & 654 to 882 4.Saidapet.Ward No.169 kavangarai kudisai pagudhigal 5.Saidapet.Ward No.169 Thadandar Nagar T.N.H.B Quarters K Block 6.Saidapet.Ward No.169 Thadandar Nagar T.N.H.B L Block 7.Saidapet.Ward No.169 thadandar nagar housing board quarters 8.Saidapet.Ward No.169 Tadandar Nagar T.N.H.B Quarters M Block 9.Saidapet.Ward No.169 Tadandar Nagar T.N.H.B Quarters N Block 10.Saidapet.Ward No.169 Thadandar Nagar T.N.H.B Quarters Q Block
11.Saidapet.Ward No.169 Thadandar Nagar Govt Staff Quarters AA Block 12.Saidapet.Ward No.169 ab block+
13.Saidapet.Ward No.169 AE Block 14.Saidapet.Ward No.169 AF Block 15.Saidapet.Ward No.169 ag block 16.Saidapet.Ward No.169 AH Block 17.Saidapet.Ward No.169 ai block 18.Saidapet.Ward No.169 AJ Block 19.Saidapet.Ward No.169 AK Block
20.Saidapet.Ward No.169 Kavangarai Huts",All Voters
188,23,188,Jaigopal garodia Government Girls Higher secondary school Todhunter Nagar Chennai-600015,1.Saidapet.Ward No.169 Tamil Nadu Government Housing Board Staff Quarter,All Voters
189,23,189,"Govt teachers Educational Centre,Class Room 2 training college Saidapet Ch-15 West Face Room",1.Saidapet.Ward No.169 jothiammal nagar new no 1 to100,All Voters
190,23,190,"Govt teachers Educational Centre, Class Room 3 training college Saidapet Ch-15 West Face Room",1.Saidapet.Ward No.169 jothiammal nagar,All Voters
191,23,191,"Govt teachers Educational Centre
.Class Room 4 training college Saidapet Ch-15 West Face Room",1.Saidapet Ward no.169. Jothiammal nagar Door No 151to End,All Voters
192,23,192,Jaigopal garodia Government Girls Higher secondary school Todhunter Nagar Chennai-600015,"1.Saidapet.Ward No.169 Thadandar Nagar, P.W.D.D Quarters",All Voters
193,23,193,Jaigopal garodia Government Girls Higher secondary school Todhunter Nagar Chennai-600015,1.Saidapet.Ward No.169 thodhunter nagar p.w.d C quarters 2.Saidapet.Ward No.169 thodhunter nagar p.w.d D quarters,All Voters
194,23,194,Jaigopal garodia Government Girls Higher secondary school Todhunter Nagar Chennai-600015,"1.Saidapet.Ward No.169 Government Farm Village 1st Street ""2.Saidapet.Ward No.169
P.W.D Drivers Staff Quarters""",All Voters
195,23,195,Jaigopal garodia Government Girls Higher secondary school Todhunter Nagar Chennai-600015,1.Saidapet.Ward No.169 govt farm village 2nd street,All Voters
196,23,196,"Chennai Primary School class I Bazaar Road saidapet, ch-15 North Facing Room",1.Saidapet.Ward No.142 Jayaram Street 2.Saidapet.Ward No.142 Pookkara Street,All Voters
197,23,197,"Chennai Primary School class I Bazaar Road saidapet, ch-15 North Facing Room",1.Saidapet.Ward No.142 bazaar street,All Voters
198,23,198,"YMCA College of physical Training College ,West Face Administrative Block 1 Anna Salai Nandhanam , ch-35 West Face Room","1.Nandhanam.Ward No.169 Panpattai 1st Street 2.Nandhanam.Ward No.169 Panpattai 1st Lane
3.Nandhanam.Ward No.169 Model Hutment Salai
4.Nandhanam.Ward No.169 Mazuthi Compound Huts 5.Nandhanam.Ward No.169 Vetnary Hospital Salai",All Voters
199,23,199,"YMCA College of physical Training College
,Administrative Block 2 Anna Salai Nandhanam , ch-35 West Face Room","""1.Nandhanam.Ward No.169
H.I.G Appartments""
2.Nandhanam.Ward No.169 panpettai 2nd street 3.Nandhanam.Ward No.169 Model Hutment Road (Extn)",All Voters
200,23,200,"Chennai Primary School,Class Room 1A Venkatapuram Saidapet Chennai - 15 West Face Room","1.Saidapet, Venkatapuram.Ward No.169 Tamil Nadu Slum Clearence Board Kudiyiruppu
2.Saidapet, Venkatapuram.Ward No.169 Tamil Nadu Slum Cleareance Board Kudiyiruppu
3.Saidapet, Venkatapuram.Ward No.169 Tamil Nadu Slum Cleareance Board Kudiyiruppu
4.Saidapet, Venkatapuram.Ward No.169 Tamil Nadu Slum Cleareance
Board Kudiyiruppu",All Voters
201,23,201,"Chennai Primary School,Class Room-1B Venkatapuram Saidapet Chennai - 15 West Face Room","1.Saidapet, Venkatapuram.Ward No.169 Tamil Nadu Slum Cleareance Board Kudiyiruppu X Block
2.Saidapet, Venkatapuram.Ward No.169 Venkatapuram Huts (Tamil Nadu Slum Cleareance Board)
3.Saidapet, Venkatapuram.Ward No.169 C Block T.N.S.C.B 4.Saidapet, Venkatapuram.Ward No.169 F Block T.N.S.C.B 5.Saidapet, Venkatapuram.Ward No.169 Tamil Nadu Slum Cleareance
Board Kudiyiruppu",All Voters
202,23,202,"Chennai Primary School,Class Room2A Venkatapuram Saidapet Chennai - 15 West Face Room","1.Saidapet, Venkatapuram.Ward No.169 G Block T.N.S.C.B 2.Saidapet, Venkatapuram.Ward No.169 H Block T.N.S.C.B 3.Saidapet, Venkatapuram.Ward No.169 I Block T.N.S.C.B 4.Saidapet,  Venkatapuram.Ward No.169 J Block T.N.S.C.B 5.Saidapet, venkatapuram.Ward No.169 k block t.n.s.c.b 6.Saidapet, Venkatapuram.Ward No.169 L Block
T.N.S.C.B 7.Saidapet, Venkatapuram.Ward No.169 M Block T.N.S.C.B 8.Venkatapuram, saidapet.Ward No.169 venkatapuram fire proof houses
9.Venkatapuram Saidapet.Ward No.169 T Block T.N.S.C.B",All Voters
203,23,203,"Chennai primary school, Venkatapuram Chennai-600015 West Face Room","1.Saidapet.Ward No.169 Tamil Nadu Slum Clearance Board VengKatapuram Kudiyiruppu
2.Saidapet.Ward No.169 Vengkatapura Huts New No 124 to 148 ""3.Saidapet.Ward No.169 T.N.S.C.B.Q. M Block
Vengkatapuram""
4.Saidapet.Ward No.169 t.n.s.c.b.q. n block vengkatapuram ""5.Saidapet.Ward No.169 T.N.S.C.B.Q. O Block
Vengkatapuram""
""6.Saidapet.Ward No.169 T.N.S.C.B.Q. P Block Vengatapuram"" ""7.Saidapet.Ward No.169 T.N.S.C.B.Q. Q Block Vengkatapuram"" ""8.Saidapet.Ward No.169 T.N.S.C.B.Q. R Block Vengkatapuram"" ""9.Saidapet.Ward No.169 T.N.S.C.B.Q. S Block
Vengkatapuram""",All Voters
204,23,204,"St Francis Xavier Middle School,5A Class Room Loorth Doss Crishto Street Chennai- 15 East Face Room","1.Saidapet.Ward No.169 Arokiyamatha Nagar 1st Street Huts 2.Saidapet.Ward No.169 Arokkiyamatha Nagar 2nd Street Huts 3.Saidapet.Ward No.169 Loorthu Das Gritto Street 4.Saidapet.Ward No.169 Thamos Nagar
5.Saidapet.Ward No.169 Old Anusya Mandapam Huts
6.Saidapet.Ward No.169 New & Old Anusya Mandapam",All Voters
205,23,205,"St Francis Xavier Middle School, 5B Class Room Loorth Doss Crishto Street Chennai-15 East Face Room","1.Saidapet.Ward No.169 L.D.G Road Fibre Houses
2.Saidapet.Ward No.169 Sathya Nagar South Huts Part 3.Saidapet.Ward No.169 L D G Road Door no 151 to 200",All Voters
206,23,206,"St Francis Xavier Middle School, 6A Class Room Loorth Doss Crishto Street Chennai-15 East Face Room","1.Saidapet.Ward No.169 L D G Road Door no 1 to 150 2.Saidapet.Ward No.169 Vasanth Appartment
3.Saidapet.Ward No.169 New View Shanthi Apartments
4.Saidapet.Ward No.169 Viswa Shanthi Appartments",All Voters
207,23,207,"St Francis Xavier Middle School, 6B Class Room Loorth Doss Crishto Street Chennai-15 East Face Room","1.Saidapet.Ward No.169 p s g flats 2.Saidapet.Ward No.169 Judges Quarters
3.Saidapet.Ward No.169 Temple Avenue Srinagar Colony 4.Saidapet.Ward No.169 Narayaniam Appartments
5.Saidapet.Ward No.169 Kala Appartments
6.Saidapet.Ward No.169 north mada veedhi sri nagar colony 7.Saidapet.Ward No.169 Akshaya Aparments",All Voters
208,23,208,"St Francis Xavier Middle School,7A Class Room Loorth Doss Crishto Street Chennai- 15 East Face Room","1.Saidapet.Ward No.169 west mada veedhi 2.Saidapet.Ward No.169 east mada veedhi
3.Saidapet.Ward No.169 Coral Archi Kudiyiruppu 4.Saidapet.Ward No.169 South Avenue
5.Saidapet.Ward No.169 K.G. Srivasthsa Apartments 6.Saidapet.Ward No.169 Anand Apartments
7.Saidapet.Ward No.169 north avenue
8.Saidapet.Ward No.169 South Madaveethi",All Voters
209,23,209,"St Francis Xavier Middle School,7B Class Room Loorth Doss Crishto Street Chennai- 15 East Face Room","1.Saidapet.Ward No.169 Vasanth Apartments 2.Saidapet.Ward No.169 lakshayan
3.Saidapet.Ward No.169 Kings Meads, (Citi Lights) 4.Saidapet.Ward No.169 Duruva Nivas
5.Saidapet.Ward No.169 Vasanth Apartments 6.Saidapet.Ward No.169 Syam Dharbar
7.Saidapet.Ward No.169 Abulregency
8.Saidapet.Ward No.169 rangarajapuram 1st street and cross street 9.Saidapet.Ward No.169 Cross Street Srinagar Colony 10.Saidapet.Ward No.169 Rangarajapuram 2nd Street 11.Saidapet.Ward No.169 Rangarajapuram 4th Street",All Voters
210,23,210,"St Francis Xavier Middle School ,7C Class Room Loorth Doss Crishto Street Chennai-15 East Face Room","1.Saidapet.Ward No.169 rangarajapuram 3th street 2.Saidapet.Ward No.169 Rangarajapuram 5th Street 3.Saidapet.Ward No.169 rangarajapuram 6th street 4.Saidapet.Ward No.169 ponniamman koil street
5.Saidapet.Ward No.169 thulasingam street",All Voters
211,23,211,"St Francis Xavier Middle School,8A Class Room Loorth Doss Crishto Street Chennai- 15 East Face Room","1.Saidapet.Ward No.169 vinayagar koil street 2.Saidapet.Ward No.169 Sardar Patel Salai 3.Saidapet.Ward No.169 Bharathi Street
4.Saidapet.Ward No.169 Anjaneya Koil Street
5.Saidapet.Ward No.169 Kakkan Puram Taluk Office Salai 6.Saidapet.Ward No.169 Taluk Office Salai",All Voters
212,23,212,"St Francis Xavier Middle School, 8B Class Room Loorth Doss Crishto Street Chennai-15 East Face Room","1.Velacherry Road.Ward no 139 government staff quarters 2.Velacherry Road.WardNo.169 Velacherry Salai
3.Velacherry Road.WardNo.169 Abhinav Kailash 4.Velacherry Road.WardNo.169 Abhinav Garden
5.Velacherry Road.WardNo.169 Selva Rangaraja Street 6.Velacherry road.WardNo.169 Muthuyalu Street
7.Velacherry Road.WardNo.169 Velacherry Road Lane",All Voters
213,23,213,"Chellammal Womens College,II- BCS Classroom,Anna salai,Chennai-600032 South Face Room","1.Saidapet.Ward No.168 New Anusuya Manadapabam 2.Saidapet.Ward No.168 mount road
3.Saidapet.Ward No.168 mettha complexs
4.Guindy.Ward No.168 c.t.i. apartments",All Voters
214,23,214,"Chennai Primary School, Class Room 1 Gangaiamman Koil Street Poondamalli Road, Ekkatuthangal, Chennai-600 032 East Face Room","1.Ekkattuthangal.WardNo.168 Poonadhamalli Salai (Atchudhan Nagar) 2.Ekkattuthangal.WardNo.168 Sakthi Towers 3.Ekkattuthangal.WardNo.168 Mettu Street Poonadamali Salai 4.Ekkattuthangal.WardNo.168 Atchudhan Nagar 1st Street 5.Ekkattuthangal.WardNo.168 Atchudhan Nagar 1st Street 1st Cross Street 6.Ekkattuthangal.WardNo.168 Atchudhan Nagar 2nd Cross Street
7.Ekkattuthangal.WardNo.168 Atchudhan Nagar 2nd Street 1St Cross Street 8.Ekkattuthangal.WardNo.168 Atchudhan 2nd Street 2nd Cross Street 9.Ekkattuthangal.WardNo.168 Atchudhan Nagar 3rd Street 10.Ekkattuthangal.WardNo.168 Atchudhan Nagar 4th Street (Cross) Street
11.Ekkattuthangal.WardNo.168 Atchudhan Nagar 4th Street",All Voters
215,23,215,"Chennai Primary School, Class Room 2 Gangaiamman Koil Street Poondamalli Road, Ekkatuthangal, Chennai-600 032 East Face Room",1.Ekkattuthangal.WardNo.168 Visalatchi Nagar Main road 2.Ekkattuthangal.WardNo.168 Visalakshi nagar 1st st 3.Ekkattuthangal.WardNo.168 Visalatchi Nagar 2nd Street 4.Ekkattuthangal.WardNo.168 Visalatchi Nagar 3rd street 5.Ekkattuthangal.WardNo.168 Visalatchi Nagar Extension 6.Ekkattuthangal.WardNo.168 Kannagi Street 7.Ekkattuthangal.WardNo.168 Duraisamy Street 8.Ekkattuthangal.WardNo.168 Atchudhan Nagar 5th Street 9.Ekkattuthangal.WardNo.168 Rajeevgandhi Nagar 10.Ekkattuthangal.WardNo.168 Atchudhan Nagar 2nd 1st Cross Street,All Voters
216,23,216,"E C I Matriculation Higher Sec. School, Class Room 1A 120 Feet Road, Ekkatuthangal, Chennai-32 East Face Room",1.Ekkatuthangal.Ward No.168 pillaiyar koil first street 2.Ekkattuthangal.WardNo.168 Nethaji Street 3.Ekkatuthangal.Ward No.168 Jawaharlal Nehru Street 4.Ekkattuthangal.WardNo.168 Pillaiyar Koil 2nd Street,All Voters
217,23,217,"E C I Matriculation Higher Sec. School, Class Room 1B 120 Feet Road, Ekkatuthangal, Chennai-32 East Face Room",1.Ekkattuthangal.WardNo.168 Parthasarathy Koil Street 2.Ekkatuthangal.Ward No.168 Pillaiyar Koil 3rd Street 3.Ekkattuthangal.WardNo.168 Pillaiyar Koil 4th Street,All Voters
218,23,218,"E C I Matriculation Higher Sec. School, Class Room 2A 120 Feet Road, Ekkatuthangal, Chennai-32 East Face Room",1.Ekkattuthangal.WardNo.168 pillaiyar koil 5th street 2.Ekkattuthangal.WardNo.168 Pillaiyar Koil 6th Street 3.Ekkattuthangal.WardNo.168 Bangala Street 3rd Street 4.Ekkattuthangal.WardNo.168 Bangala Street 2nd Street 5.Ekkattuthangal.WardNo.168 Bangala 1st Street (Jawaharlal Nehru Salai),All Voters
219,23,219,"Chennai Primary School, Class 1A Room,Gangaiamman Koil Street Poondamalli Road, Ekkatuthangal,
Chennai-32 East Face Room",1.Ekkattuthangal.WardNo.168 Lazar Street 2.Ekkattuthangal.WardNo.168 Jothi Nagar Main Road 3.Ekkattuthangal.WardNo.168 Shankar Apartments 4.Ekkattuthangal.WardNo.168 Jothi Nagar 2nd Street 5.Ekkattuthangal.WardNo.168 Balaji Flats (Jothi Nagar) 6.Ekkattuthangal.WardNo.168 Jothi Nagar 2nd Cross Street 7.Ekkattuthangal.WardNo.168 Poonadhamalli Salai (Balaji Aparements),All Voters
220,23,220,"Chennai Primary School,1B Class Room Gangaiamman Koil Street Poondamalli Road, Ekkatuthangal, Chennai-32 East Face Room",1.Ekkattuthangal.WardNo.168 Poonadhamalali Road (Bangala Street) 2.Ekkattuthangal.WardNo.168 Jothi Nagar 1st Street 3.Ekkattuthangal.WardNo.168 Karpaga Vinayagar Koil Street 4.Ekkattuthangal.WardNo.168 Thirukumaran Street 5.Ekkattuthangal.WardNo.168 Nandhivarman Street,All Voters
221,23,221,"Chennai Primary School, 2B Class Room Gangaiamman Koil Street Poondamalli Road, Ekkatuthangal,
Chennai-32 East Face Room",1.Ekkattuthangal.WardNo.168 Gandhi Nagar Main Road 2.Ekkattuthangal.WardNo.168 Gangaiamman Koil Street 3.Ekkattuthangal.WardNo.168 Damodharan Street 4.Ekkattuthangal.WardNo.168 Pattinathar Street 5.Ekkattuthangal.WardNo.168 Madhurai Meenakshi Street 6.Ekkattuthangal.WardNo.168 Arunagiri Street 7.Ekkattuthangal.WardNo.168 Thirumoolar Street,All Voters
222,23,222,"Christian Nursery and primary school,Class Room-1 Dhanakottiraja street Eddatuthangal chennai-32 West Face Room",1.Ekkattuthangal.WardNo.168 Sornambigai Street 2.Ekkattuthangal.WardNo.168 Soanambigai 1st Lane 3.Ekkattuthangal.WardNo.168 Sornambigai 2nd Lane 4.Ekkattuthangal.WardNo.168 Sornambigai 3rd Lane 5.Ekkattuthangal.WardNo.168 Karunai Street 6.Ekkattuthangal.WardNo.168 Thiruvasakam Street 7.Ekkattuthangal.WardNo.168 Thanigai Malai Street 8.Ekkattuthangal.WardNo.168 Arumugam Street,All Voters
223,23,223,"Christian Nursery and primary school,Class Room-2 Dhanakottiraja street Eddatuthangal chennai-32 West Face Roo","1.Ekkattuthangal.WardNo.168 Kaveri Street 2.Ekkattuthangal.WardNo.168 Valli Lane
3.Ekkattuthangal.WardNo.168 Sardar Colony Main Road 4.Ekkatuthangal.WardNo.168 Munusamy Street 5.Ekkattuthangal.WardNo.168 Arulprakasam Street 6.Ekkattuthangal.WardNo.168 lakshmi vinayagar koil street 7.Ekkattuthangal.WardNo.168 thirumal street
8.Ekkattuthangal.WardNo.168 Kasthuribai Street",All Voters
224,23,224,"Christian Nursery and primary school,Class Room-2 Dhanakottiraja street Eddatuthangal chennai-32 West Face Room",1.Ekkattuthangal.WardNo.168 Dhanakotti Raja Street 2.Ekkattuthangal.WardNo.168 Sathya Nagar 1st Street 3.Ekkattuthangal.WardNo.168 Sathya Nagar 2nd Street 4.Ekkattuthangal.WardNo.168 Saminathan Street,All Voters
225,23,225,"Chiristian Nursery and primary school,Class Room -3 Dhanakodiraja street Ekkatuthangal chennai-600032 West Face Room",1.Ekkatuthangal.Ward No.168 V.V.Koil Street 2.Ekkatuthangal.Ward No.168 Muthuramalingam Street 3.Ekkatuthangal.Ward No.168 Gandhi Nagar 4.Ekkattuthangal.WardNo.168 nakkiran street 5.Ekkattuthangal.WardNo.168 Shanmugaraja Street 6.Ekkattuthangal.WardNo.168 Samandhi Street,All Voters
226,23,226,"E C I Matriculation Higher Sec. School, Class Room 2B C886 120 Feet Road, Ekkatuthangal, Chennai-32 East Face Room","1.Ekkattuthangal.WardNo.168 Poomagal 1st Street 2.Ekkattuthangal.WardNo.168 Poomagal 2nd Street 3.Ekkattuthangal.WardNo.168 Poomagal 3rd Street 4.Ekkattuthangal.WardNo.168 poomagal 4th street 5.Ekkattuthangal.WardNo.168 Poomagal 5th Street 6.Ekkattuthangal.WardNo.168 Thiruknanasambanthar Street 7.Ekkattuthangal.WardNo.168 Sardar Colony Main Salai 8.Ekkattuthangal.WardNo.168 Sardar Colony 1st Street 9.Ekkattuthangal.WardNo.168 Sardar Colony 2nd Street, Nehru Street 10.Ekkattuthangal.WardNo.168 Sardar Colony 3rd Street 11.Ekkattuthangal.WardNo.168 Sardar Colony 4th Street 12.Ekkattuthangal.WardNo.168 Sardar Colony 5th Street 13.Ekkattuthangal.WardNo.168 owaiyar street, ambal nagar",All Voters
227,23,227,"E C I Matriculation Higher Sec. School, Class Room 3A 120 Feet Road, Ekkatuthangal, Chennai-32 East Face Room",1.Ekkattuthangal.WardNo.168 Poomagal Main Road 2.Ekkattuthangal.WardNo.168 Ambal Nagar Main Road 3.Ekkattuthangal.WardNo.168 Kannadasan Street 4.Ekkattuthangal.WardNo.168 Ganapathy Colony 1st Street 5.Ekkattuthangal.WardNo.168 Ganapathy Colony 1st Cross Street 6.Ekkattuthangal.WardNo.168 Ganapathy Colony 2nd Street 7.Ekkattuthangal.WardNo.168 Ganapathy Colony 2nd Cross Street 8.Ekkattuthangal.WardNo.168 Kapilar Street 9.Ekkattuthangal.WardNo.168 Rajaji Street,All Voters
228,23,228,"E C I Matriculation Higher Sec. School, lass Room 3B 120 Feet Road, Ekkatuthangal, Chennai-32 East Face Room","1.Ekkattuthangal.WardNo.168 Bharathiyar Street 2.Ekkattuthangal, Ambal Nagar.Ward No.168 Viveganantha Street
3.Ekkattuthangal, Ambal Nagar.Ward No.168 Sulai Pandiyan Street 4.Ekkattuthangal, Ganthi Nagar.Ward No.168 Thandavarayan Street 5.Ekkattuthangal, Ganthi Nagar.Ward No.168 Dhanapal Street
6.Ekkattuthangal, Ganthi Nagar.Ward No.168 Anbu Street",All Voters
